message,label
"Hello netters

Sorry, I don't know if this is the right way of doing this kind of thing,
probably should be a CFV, but since I don't have tha ability to create a 
news group myself, I just want to start the discussion. 

I enjoy reading c.g very much, but I often find it difficult to sort out what
I'm interested in. Everything from screen-drivers, graphics cards, graphics
programming and graphics programs are discused here. What I'd like is a 
comp.graphics.programmer news group.
What do you other think.
",0
"--

Thanks to all of you who gave advice on the CB900 Custom. 

As recommended, I had the bike compression tested.  Compression was
a little low, but very even across the four cylinders (+/- 5 psi).  They
said that it was tested a little cold, so that would explain the low 
numbers (around 90).  Does this sound right?  Otherwise, the bike looked
great.  No signs of road rash, and no rust.  This bike looks great! 
It is now in the shop getting tuned and new tires.  
I am opting for the Metzler ME55 and ME33 tires (thanks to those 
who posted this other thread).  This bike is _BIG_ compared to my other bikes.  
( Sure is alot harder to load on a trailer than the KDX200 was. )  I should
be road legal tomorrow.  I am ignoring the afforementioned concerns about 
the transmission and taking my chances.

Being a reletively new reader, I am quite impressed with all the usefull
info available on this newsgroup.  I would ask how to get my own DoD number,
but I'll probably be too busy riding ;-).

----------------------------------------------------------------------",1
": Unless... some insurance agent offers a multi-vehicle discount.  They
: do this all the time for cars, assuming that you're only capable of 

Progressive offers multi-vehicle discounts.
Good prices too IMHO.

tony",1
"
This thread brings back memorys of an expensive day in traffic court
a few years ago.  While I was waiting my turn to state my case and
plea of why I was going 75 in a 55 in my cage, I had the opportunity
to listen to some of the ""creative excuses"" offered the judge by others.

After listening to a number of ""Well, I was passing a very slow truck
that suddenly speed up"" versions, I decided that the judge had heard
just about every story in the book and then some.  He was less than
impressed with any of them.

This young, rather burley looking guy, had his docket read by a
rather drill sargent looking Ohio State Highyway Patrol Trooper.
He was clocked riding a motorcycle at a speed of 110 mph in a 55 mph
zone.  It was also noted that the defendant (motorcycle rider) had
alcohol on his breath, but was not cited for this offence.

The judge looked over his half glasses purched on the end of his nose
and said in his sternest voice: ""Well son, those are some pretty
fast speeds to be riding a motorcycle.  What do you have to say for
your self?""

""Well Sir"", meekly the defenant replied, ""I just was over to my
buddys and we had a couple of beers and I was on my way home.""
He offered nothing more or less.  Just had a couple of beers and
was doing 110 mph on his way home.

The judge moved by the simplicity of the response, fined him the
maximum in this case (plus court costs of course) and ordered him
to attend remedial drivers training school.

Isn't America Great??

",1
"WHAT IS THE FLANK DRIVE EVERYONES TALKING ABOUT?
",1
"Hey folks--

I've got a pair of Dunlop sportmax radials of my ZX-10, and they've been
very sticky (ie no slides yet), but all this talk about the Metzelers has
me wondering if my next set should be a Lazer comp K and a radial Metzeler
rear...for hard sport-touring, how do the choices stack up?",1
"
I'd recommend that you hop on the back of it and cruise - that's a
really nice ride, if you choose your route with any care at all.
Shouldn't cost more than about $30 in gas, and maybe a night's motel
bill...

			       _MelloN_",1
"From what I've seen in my 17 years as an MOA member, most of the folks
in the RA are also in the MOA... I guess it's called covering all the
bases to get some idea of what is really happening.. How else does one
think the RA gets all the juicey news about what's happen' inside the 
MOA?",1
"
While shopping for a passenger helmet, I noticed that in many cases the
external dimensions of the helmets were the same from S through XL.  The
difference was the amount of inside padding.

My solution was to buy a large helmet, and construct a removable liner 
from a sheet of .5"" closed-cell foam and some satin (glued to the inside
surface).  The result is a reasonably snug fit on my smallest-headed pillion
with the liner in, and a comfortable fit on my largest-headed pillion with
the liner out.  Everyone else gets linered or not by best fit.



-- ",1
"Hi again,

Many thanks to all the people who responded to my request for a MS-
Windows screen grabber.  It proves to me AGAIN that the net is a 
wonderful thing.  :-)

So, in summary:

There are two choices:

1)	Various screen grabber packages (Corel Draw has one, there are
a couple on simtel and cica).

2)	Use the built-in PrintScreen and Alt-PrintScreen functionality
to paste the screen (or window) to the clipboard.  Then paste the 
clipboard to your application.  Cool!

Again, thanks for the info...

Grant (the MS-Windows newbie -- Unix and X are my bag ;-)
",0
"For sale 1986 Harley FLHTC Liberty Edition.
Good condition. Many extras. Asking $7500.
Located in Rhode Island.",1
"hello there
ican anyone who has handson experience on riding the Yamaha v-max, pls kindly
comment on its handling .


",1
"
Wow! A 68070! I'd be very interested to get my hands on one of these,
especially considering the fact that Motorola has not yet released the
68060, which is supposedly the next in the 680x0 lineup. 8-D",0
"
By '8 grey level images' you mean 8 items of 1bit images?
It does work(!), but it doesn't work if you have more than 1bit
in your screen and if the screen intensity is non-linear.

With 2 bit per pixel; there could be 1*c_1 + 4*c_2 timing,
this gives 16 levels, but they are linear if screen intensity is
linear.
With 1*c_1 + 2*c_2 it works, but we have to find the best
compinations -- there's 10 levels, but 16 choises; best 10 must be
chosen. Different compinations for the same level, varies a bit, but
the levels keeps their order.

Readers should verify what I wrote... :-)",0
"






I ride my bike regularly to classes with my book bag.  I take
the shoulder straps on the bag, and hook them around the rear turn
signals.  I works fine.  You probably will want to attach it with
a bungee cord to keep it from shifting to one side or another.
",1
"I need some help.  We are upgrading our animation/video editing stand. We
are looking into the different type of setups for A/B roll and a cuts only
station.  We would like this to be controlled by a computer ( brand doesnt matter but maybe MAC, or AMIGA).  Low end to high end system setups would be very
helpful. If you have a system or use a system that might be of use, could you
mail me your system requirements, what it is used for, and all the hardware and
software that will be necessary to set the system up.  If you need more 
info, you  can mail me at   eylerken@u.washington.edu

thanks in advance.",0
"I plan to post a summary of responses to this as soon as I have working
code, which I will also include.  The intersection of 3 planes method
looks best, but my implementation based on a short article in 
Graphics Gems I doesn't work.  I may be misinterpreting, of course.

I had avoided the simultaneous solution of the plane equations in favor
of dot and cross products, but the former may actually be better.  In either
case a matrix determinant needs to be computed (implicitly in the solution
of linear equations).

To get the planes, I was taking the midpoint of the line from, say,
P1 to P2, and setting the normal as the ""normalized"" vector from P1 to P2.
These just plugged into the formula in Graphics Gems.  HOwever, the resulting
center point is only occasionally equidistant from all 4 of my test points
(for different tests).  My matrix/vector math is very rusty, but it looks like
I need to verify the formula, or use the simultaneous equation solution, which
will require bringing in another routine I don't have (but should be easy to
find).

Another method is to first find the center of the circle defined by 2 sets
of 3 points, and intersecting the normals from there.  This would also define
the circle center.  However, small numerical imprecisions would make the
lines not intersect.  Supposedly 3 planes HAVE to intersect in a unique
point if they are not parallel.

Ed

Thanks to all who answered so far.",0
"I wanted to let people know that this motorcycle has been sold.

Thanks for your inquiries.",1
"
A Sea Doo is a boat. It turns by changing the angle of the duct behind the
propeller. A waterski bike looks like a motorcycle but has a ski where each
wheel should be. Its handlebars are connected through a familiar looking
steering head to the front ski. It handles like a motorcycle.",1
"Hi guys.

I am scanning in a color image and it looks fine on the screen.  When I 
converted it into PCX,BMP,GIF files so as to get it into MS Windows the colors
got much lighter.  For example the yellows became white.  Any ideas?",0
"I am looking for a package which takes as inputs a set
of geometric objects defined by unions of convex polytopes
specified in some manner, say by inequalities and equalities,
and determines in some reasonable form things like
intersections, unions, etc. etc..

Does anyone know where I can find such a thing?",0
